user-core-screen_name,created_at,full_text,url
KamalaHarris,2024-08-29T23:40:22.000Z,Had to get a sweet treat at Dottie’s Market in Savannah. https://t.co/HqaUkB7Qrz,https://x.com/KamalaHarris/status/1829303107429212229
KamalaHarris,2024-09-12T20:08:45.000Z,"Donald Trump called for the “termination” of the Constitution of the United States.

Let us be clear: Somebody who suggests we should terminate the Constitution should never again stand behind the seal of the President of the United States of America.",https://x.com/KamalaHarris/status/1834323284009390194
KamalaHarris,2024-08-13T16:30:06.000Z,"In this election, we each face a question: What kind of country do we want to live in?

The beauty of our democracy is that we have the power to answer—with our vote and with our voice. 

Make sure your voice is heard: https://t.co/VbrfuqVy9P",https://x.com/KamalaHarris/status/1823396621268201859
KamalaHarris,2024-08-26T12:08:06.000Z,I want every little girl across our country to know this: You can do anything—even if it has never been done before. https://t.co/PqRmwLJsun,https://x.com/KamalaHarris/status/1828041729670299955
KamalaHarris,2024-09-20T01:04:00.000Z,"It is so good to be with @Oprah for a town hall to speak directly with Americans about the issues on their minds in this election. 

Our campaign is about who we are as Americans—and making clear that we stand for freedom, independence, and dignity. 
https://t.co/5k8h5Ra7Uk",https://x.com/KamalaHarris/status/1836934301453099356
KamalaHarris,2024-09-18T00:40:31.000Z,"Donald Trump’s abortion bans jeopardized IVF access for families across America. 

Today, his Republican allies in Congress once again voted against protecting IVF.

They can’t say they care about families if they don't care about this. https://t.co/Hrr5cxRbcQ",https://x.com/KamalaHarris/status/1836203613913330050
KamalaHarris,2024-09-12T15:13:02.000Z,I will be a president for all Americans.,https://x.com/KamalaHarris/status/1834248864599015809
KamalaHarris,2024-09-14T12:30:28.000Z,"As a prosecutor and for my entire career, I've only had one client: the people.

Donald Trump only cares about himself—and he has the rap sheet to prove it. 

It’s time to turn the page. 

Watch our new ad: https://t.co/RpsVGVDSCj",https://x.com/KamalaHarris/status/1834932729508462904
KamalaHarris,2024-09-13T15:22:21.000Z,"It’s going to be a tight race until the end. 

Powerful forces are trying to convince people that their vote doesn’t matter. 

We’ve got some work ahead of us, but here’s the thing: Hard work is good work. 

With your help, we will win in November. https://t.co/84xSjo2n96",https://x.com/KamalaHarris/status/1834613597562864071
KamalaHarris,2024-08-24T18:15:26.000Z,"Under my economic plan, more than 100 million Americans will get a tax cut.

We will do this by restoring and expanding the Earned Income Tax Credit and the Child Tax Credit. https://t.co/cgO2FOeRvz",https://x.com/KamalaHarris/status/1827409398307738007
KamalaHarris,2024-08-23T05:26:43.000Z,"That's a wrap on @demconvention. Next stop: Election Day. 

Help us win: https://t.co/GV81vxm9KQ https://t.co/KSXt6EgFxa",https://x.com/KamalaHarris/status/1826853556441215202
KamalaHarris,2024-08-13T14:49:04.000Z,"I've served as a U.S. Senator, an Attorney General, and a district attorney and courtroom prosecutor.

In those roles, I took on predators who abused women, fraudsters who ripped off consumers, and scammers who broke the rules. 

I know Donald Trump’s type.",https://x.com/KamalaHarris/status/1823371196836057163
KamalaHarris,2024-09-06T03:19:16.000Z,"School shootings are not just a fact of life.

It doesn’t have to be this way. We can take action to protect our children—and we will.",https://x.com/KamalaHarris/status/1831894912985657387
KamalaHarris,2024-08-30T20:15:15.000Z,"Donald Trump made his position clear when he hand-picked three Supreme Court justices to overturn Roe—which has decimated reproductive freedom and jeopardized IVF access for American women.

I have never wavered on this, so believe me when I say: I will always protect reproductive freedom.",https://x.com/KamalaHarris/status/1829613876951822381
KamalaHarris,2024-08-21T05:39:41.000Z,"I am honored to be the nominee for President of the United States. 

 Now, let’s get to work. https://t.co/BuJzNTITLt",https://x.com/KamalaHarris/status/1826132042863538529
KamalaHarris,2024-09-11T01:16:17.000Z,"Let's talk about what Donald Trump left us:

— The worst unemployment since the Great Depression
— The worst public health epidemic in a century
— The worst attack on our democracy since the Civil War

President @JoeBiden and I have cleaned up his mess.",https://x.com/KamalaHarris/status/1833675903001395557
KamalaHarris,2024-09-17T17:45:33.000Z,"We are the heirs to the greatest democracy in the history of the world.

Generations before us fought for the freedom to vote. Now, we must use the power of our votes to protect the freedoms we hold dear.

Commit to vote in the 2024 election: https://t.co/NBK5sUI92V https://t.co/pNpH1qGscB",https://x.com/KamalaHarris/status/1836099183800988126
KamalaHarris,2024-08-29T13:59:21.000Z,"900 pages that would hand Donald Trump unprecedented power to:

Ban abortion nationwide.
Rip away affordable health care.
Cancel student loan relief.
And much more.

We will defeat his dangerous Project 2025 agenda at the ballot box in November. https://t.co/pOdBlKaDVA",https://x.com/KamalaHarris/status/1829156891513045380
KamalaHarris,2024-09-18T11:35:00.000Z,"After a violation of their bodies, survivors of rape and incest are being told they cannot make decisions about what happens to them next—all because of Trump Abortion Bans.

This is immoral. Women and girls like Hadley deserve better. https://t.co/PA3EiYELA5",https://x.com/KamalaHarris/status/1836368320834212256
KamalaHarris,2024-09-13T13:21:31.000Z,"It's a tragedy that we have someone who wants to be president, and has consistently used race to divide the American people.

The vast majority of us know that we have so much more in common than what separates us. https://t.co/rntbTwyvOJ",https://x.com/KamalaHarris/status/1834583186535305455
KamalaHarris,2024-09-11T06:47:15.000Z,"I stopped by a debate watch party in Philly before the end of the night. 

Hard work is good work. And we are going to win. https://t.co/DTXMNfH25F",https://x.com/KamalaHarris/status/1833759193456677085
KamalaHarris,2024-08-30T02:01:39.000Z,"Donald Trump killed our bill to secure the border in order to help himself politically.

It would have added more border agents and allowed us to increase fentanyl seizures.

As President, I will make sure that bill gets back to my desk—and I will sign it.
https://t.co/psDbSdDSMG",https://x.com/KamalaHarris/status/1829338662854656424
KamalaHarris,2024-09-08T15:39:17.000Z,"As a young girl visiting my grandparents in India, my grandfather took me on his morning walks, where he would discuss the importance of fighting for equality and fighting corruption. He was a retired civil servant who had been part of the movement to win India’s independence.

My grandmother traveled across India—bullhorn in hand—to speak with women about accessing birth control.

Their commitment to public service and fight for a better future live on in me today.

Happy National Grandparents Day to all the grandparents who help shape and inspire the next generation.",https://x.com/KamalaHarris/status/1832805919781974438
KamalaHarris,2024-09-01T00:02:26.000Z,The secret ingredient for my greens? Tabasco. https://t.co/zsooG51YaW,https://x.com/KamalaHarris/status/1830033436683215146
