title,channel,upload_date,url
"Comparison with Harris economic plan exposes Trump tax hike on middle class, favors for ultra rich",MS NOW,2024-08-28T05:19:54Z,https://www.youtube.com/watch?v=8GCWhWP4hc4
Middle class ‘wants to see the contrast’ between Harris and Trump at first debate: Rep. Crockett,MS NOW,2024-08-31T19:25:50Z,https://www.youtube.com/watch?v=_Pf7JjHUPcg
Students describe Georgia school shooting,MS NOW,2024-09-04T22:48:16Z,https://www.youtube.com/watch?v=kRbLhwHYOPc
Obama roasts Trump&#39;s &#39;weird obsession&#39;,MS NOW,2024-08-21T05:29:02Z,https://www.youtube.com/watch?v=QJv6HnHzo4Y
"&#39;Trump&#39;s tariffs are a $1,600 tax hike&#39;: Steve Rattner warns of regressive impact",MS NOW,2024-09-05T14:16:38Z,https://www.youtube.com/watch?v=SrEtbRMYu6A
SEE HISTORY: Kamala Harris accepts nomination for president at DNC I Full Speech,MS NOW,2024-08-23T06:04:24Z,https://www.youtube.com/watch?v=xiDlddyaw_M
‘Only the rich can have those choices’: Project 2025’s plan to dismantle the Department of Education,MS NOW,2024-08-18T19:07:53Z,https://www.youtube.com/watch?v=3m46ddXiHcs
"Debunked: Trump&#39;s tariffs raise prices for Americans, not foreign countries",MS NOW,2024-09-09T19:51:58Z,https://www.youtube.com/watch?v=b6MrcbCRJq0
