title,channel,upload_date,url
THE SINGLE FAMILY HOME FOR THE MIDDLE CLASS WILL BE DESTROYED: Mark Levin,Fox News,2024-08-12T09:00:35Z,https://www.youtube.com/watch?v=_eWNcFE4KZ8
Goya CEO: The Biden-Harris admin started a war against the middle class from day one,Fox News,2024-08-17T09:45:00Z,https://www.youtube.com/watch?v=Bhq5YxbG0BE
"&#39;So embarrassing&#39;: Jesse Watters reacts to Kamala Harris&#39; &#39;word salad,&#39; &#39;pander politics&#39;",Fox News,2024-09-18T23:15:01Z,https://www.youtube.com/watch?v=t6rUOgutYUQ
&#39;Gutfeld!&#39;: Why was Kamala Harris talking about ‘lawns’?,Fox News,2024-09-23T01:00:00Z,https://www.youtube.com/watch?v=-Ze7Oynf2I0
&#39;KILLING US!&#39;: MSNBC voter panel unloads on Biden-Harris economy,Fox News,2024-08-14T21:00:28Z,https://www.youtube.com/watch?v=sXWvndY-LmU
Sen. John Kennedy reacts to Kamala Harris&#39; interview: &#39;It was like a wolf promising to be a vegan&#39;,Fox News,2024-08-31T01:27:00Z,https://www.youtube.com/watch?v=96GK8PUEeig
