title,channel,upload_date,url
"WATCH: Kamala Harris condemns Trump, focuses on reproductive rights at Georgia event",MS NOW,2024-09-20T19:47:29Z,https://www.youtube.com/watch?v=_msfsX0w6GI
‘In what world’ will women ‘stop thinking about abortion’? Planned Parenthood CEO reacts to Trump,MS NOW,2024-09-22T20:29:44Z,https://www.youtube.com/watch?v=RMpfPu0098Q
Abortion drugs and procedures are part of lifesaving treatments because abortion is healthcare,MS NOW,2024-09-21T20:06:43Z,https://www.youtube.com/watch?v=2bju4JCZwDY
‘Really frightening’: women waiting until near-death for reproductive care,MS NOW,2024-08-17T18:44:51Z,https://www.youtube.com/watch?v=ASJMja966UE
&#39;America has the receipts&#39;: Why voters won&#39;t buy Trump as reproductive rights champion,MS NOW,2024-08-27T04:40:14Z,https://www.youtube.com/watch?v=WWnibhado4c
"‘Voters are not stupid, especially women’: Abortion rallies women nationwide at the polls",MS NOW,2024-08-31T18:53:39Z,https://www.youtube.com/watch?v=X_uFA5L3C-8
DSCC Chairman Sen. Gary Peters: There is a chance Dems win senate race in FL,MS NOW,2024-08-21T18:03:39Z,https://www.youtube.com/watch?v=j7Bo1rj9jyw
Trump’s shocking IVF flip-flop: Desperate move &#39;to stay out of prison&#39;?,MS NOW,2024-08-31T01:50:31Z,https://www.youtube.com/watch?v=GBS-3Z6WRaQ
Sen. Warren: &#39;This is just creepy!&#39;,MS NOW,2024-09-25T17:30:34Z,https://www.youtube.com/watch?v=-wWvlgMG1b8
"Trump ditches 2025: See Corey Lewandowski talk abortion, RFK Jr. and vaccines with Ari Melber",MS NOW,2024-08-28T23:50:20Z,https://www.youtube.com/watch?v=cNs2ya1vtec
OB/GYN running for Congress in Wisconsin as Democrats campaign on abortion rights,MS NOW,2024-08-13T17:58:31Z,https://www.youtube.com/watch?v=hTiqINaZw6g
Choose wisely: Abortion is once again on the presidential election ballot,MS NOW,2024-08-31T18:46:45Z,https://www.youtube.com/watch?v=mBdJtvPgTcs
The ‘Jane Crow’ era: why the ‘abandonment of morality’ by SCOTUS is ‘a matter of democracy’,MS NOW,2024-08-24T18:26:35Z,https://www.youtube.com/watch?v=xVkvS_b7fNU
